Date,Forecast,Actual,Unit_Cost,Delta,DriftMemory,Threshold,Rupture,Loss,Threshold_EWMA
2025-01-01,1014.9,1048.4,40,33.500000000000114,1.6750000000000058,109.14151239263293,False,0.0,33.500000000000114
2025-01-02,997.5,1010.5,40,13.0,2.325000000000006,68.96797681278514,False,0.0,65.59817815408408
2025-01-03,1022.8,1100.3,40,77.5,6.200000000000006,122.74603587419372,False,0.0,149.81156323181335
2025-01-04,1050.8,1134.5,40,83.70000000000005,10.385000000000009,128.8369414917364,False,0.0,161.21406129058272
2025-01-05,999.8,942.9,40,56.89999999999998,0.0,42.50744434038491,True,2275.999999999999,141.62197346221728
2025-01-06,1001.5,906.5,40,95.0,0.0,60.934614794130454,True,3800.0,157.298621973816
2025-01-07,1057.5,1062.6,40,5.099999999999909,0.25499999999999545,103.83521209501856,False,0.0,169.79832152149694
2025-01-08,1034.9,964.6,40,70.30000000000007,3.769999999999999,90.53822222969252,False,0.0,161.39139771340106
2025-01-09,999.5,974.2,40,25.299999999999955,5.034999999999997,99.87296527487133,False,0.0,150.09595112027296
2025-01-10,1031.5,1076.7,40,45.200000000000045,7.294999999999999,74.9121821727926,False,0.0,136.94634263796232
2025-01-11,1003.0,977.7,40,25.299999999999955,8.559999999999997,127.11143924588487,False,0.0,127.13289630665301
2025-01-12,1004.7,897.0,40,107.70000000000005,13.945,124.18975806286844,False,0.0,169.88481435250802
2025-01-13,1027.6,1030.1,40,2.5,14.07,103.37542092683647,False,0.0,168.4159875689324
2025-01-14,964.6,855.1,40,109.5,19.545,135.22423620904098,False,0.0,196.16329569921984
2025-01-15,972.0,1155.4,40,183.4000000000001,0.0,115.97978026756137,True,7336.000000000004,286.99431942370364
2025-01-16,1008.6,951.0,40,57.60000000000002,2.8800000000000012,74.22122611350285,False,0.0,262.6047358643358
2025-01-17,996.7,990.6,40,6.100000000000023,3.1850000000000023,111.35052352247496,False,0.0,252.8071577066588
2025-01-18,1038.2,1059.2,40,21.0,4.235000000000002,71.55202197513003,False,0.0,232.52456463100552
2025-01-19,1003.3,996.8,40,6.5,4.560000000000002,126.77700903921817,False,0.0,215.51700354177387
2025-01-20,989.8,1129.0,40,139.20000000000005,0.0,98.95822267041241,True,5568.000000000002,257.94124647562904
2025-01-21,1077.9,1093.2,40,15.299999999999955,0.7649999999999978,94.45412909364218,False,0.0,238.40921971421963
2025-01-22,1028.8,1003.8,40,25.0,2.014999999999998,79.64861366788176,False,0.0,217.12908848737223
2025-01-23,1039.3,935.9,40,103.39999999999998,7.184999999999997,136.8777401602209,False,0.0,225.69225959379636
2025-01-24,996.2,1032.5,40,36.299999999999955,8.999999999999995,96.08261553793594,False,0.0,206.31258342698865
2025-01-25,1024.3,1080.9,40,56.600000000000136,11.830000000000002,88.05016533510678,False,0.0,190.60351926471668
2025-01-26,1045.7,1080.8,40,35.09999999999991,13.584999999999997,90.61899348535312,False,0.0,174.91171613024136
2025-01-27,1009.5,945.5,40,64.0,16.784999999999997,117.32777556660047,False,0.0,165.56793048761622
2025-01-28,1057.0,1034.0,40,23.0,17.934999999999995,112.64182193092235,False,0.0,154.9837982384812
2025-01-29,1029.4,1066.5,40,37.09999999999991,19.789999999999992,114.17547834787965,False,0.0,142.44831608006706
2025-01-30,1040.4,1004.5,40,35.90000000000009,21.584999999999997,114.90363009023648,False,0.0,131.13232114337836
2025-01-31,1032.8,1026.0,40,6.7999999999999545,21.924999999999994,166.40792802611384,False,0.0,127.45400921119898
2025-02-01,1108.1,1040.3,40,67.79999999999995,25.31499999999999,90.00004950846153,False,0.0,133.50473302366868
2025-02-02,1053.8,1103.0,40,49.200000000000045,27.77499999999999,87.16421812785387,False,0.0,125.66700521173736
2025-02-03,1024.2,1047.1,40,22.899999999999864,28.919999999999984,78.36431815256367,False,0.0,117.54959989307355
2025-02-04,1082.3,1109.8,40,27.5,30.294999999999984,121.37138267726486,False,0.0,108.59163478313445
2025-02-05,1022.7,1125.1,40,102.39999999999986,35.41499999999998,136.89866878162675,False,0.0,154.9327050620954
2025-02-06,1067.3,1046.6,40,20.700000000000045,36.44999999999998,100.12307627035375,False,0.0,145.25099890848242
2025-02-07,1003.9,985.6,40,18.299999999999955,37.36499999999998,78.44030569112415,False,0.0,135.28748624164498
2025-02-08,1024.6,1024.2,40,0.3999999999998636,37.38499999999998,79.00206352926281,False,0.0,130.52485935073918
2025-02-09,1072.0,1088.4,40,16.40000000000009,38.204999999999984,123.25628363474104,False,0.0,119.0895178798597
2025-02-10,1090.0,1189.0,40,99.0,43.15499999999999,126.11812513610326,False,0.0,163.58209150846676
2025-02-11,1074.6,1104.1,40,29.5,44.62999999999999,120.61012804915585,False,0.0,149.4562794026946
2025-02-12,1067.7,1091.7,40,24.0,45.82999999999999,84.49770878133916,False,0.0,136.77959767670325
2025-02-13,1063.8,1120.0,40,56.200000000000045,48.63999999999999,111.54783969200159,False,0.0,133.47808313989563
2025-02-14,1030.2,1041.5,40,11.299999999999955,49.20499999999999,108.36457427422185,False,0.0,125.81182607678514
2025-02-15,1054.7,1026.4,40,28.299999999999955,50.61999999999999,111.48115790187039,False,0.0,115.3207705333096
2025-02-16,1064.1,932.1,40,131.9999999999999,0.0,131.2048633384457,True,5279.999999999995,198.39257823132112
2025-02-17,1111.4,1099.2,40,12.200000000000045,0.6100000000000023,106.70786646324046,False,0.0,184.94534570720523
2025-02-18,1091.7,1073.6,40,18.100000000000136,1.5150000000000092,120.42840689215686,False,0.0,169.38317885187732
2025-02-19,1030.2,1035.4,40,5.2000000000000455,1.7750000000000115,102.17887208466674,False,0.0,156.78572513988232
2025-02-20,1094.5,1228.8,40,134.29999999999995,0.0,108.85108196069952,True,5371.999999999998,223.41587648297843
2025-02-21,1074.9,1076.7,40,1.7999999999999545,0.08999999999999773,118.93864677515622,False,0.0,208.5491416234836
2025-02-22,1067.8,1063.6,40,4.2000000000000455,0.30000000000000004,56.29432540433001,False,0.0,191.25582987594342
2025-02-23,1108.2,935.8,40,172.4000000000001,0.0,90.43986350928097,True,6896.000000000004,286.29259062367896
2025-02-24,1122.5,1135.9,40,13.400000000000091,0.6700000000000046,85.88882037121613,False,0.0,262.38733808998927
2025-02-25,1121.2,1100.1,40,21.100000000000136,1.7250000000000114,80.90066455269975,False,0.0,238.1961144166258
2025-02-26,1069.7,1072.2,40,2.5,1.8500000000000114,91.91823246319949,False,0.0,218.03399783041783
2025-02-27,1087.3,1169.1,40,81.79999999999995,5.940000000000009,145.0332393370319,False,0.0,217.34448516345824
2025-02-28,1108.2,1028.2,40,80.0,0.0,74.6190665292027,True,3200.0,211.86599946517694
2025-02-28,1129.3,1076.6,40,52.700000000000045,2.6350000000000025,129.04835063774442,False,0.0,195.02023615861052
